Age;Gender;Education;Conjunction;RefDevice;ClOrder;Choice
21;Женщина.;Студент/Неоконченное высшее;когда;pr;ms;null
21;Женщина.;Студент/Неоконченное высшее;хотя;pr;ms;null
21;Женщина.;Студент/Неоконченное высшее;когда;np;ms;null
21;Женщина.;Студент/Неоконченное высшее;если;pr;sm;np
21;Женщина.;Студент/Неоконченное высшее;из-за того что;pr;sm;np
21;Женщина.;Студент/Неоконченное высшее;хотя;np;ms;null
21;Женщина.;Студент/Неоконченное высшее;если;pr;ms;null
21;Женщина.;Студент/Неоконченное высшее;из-за того что;pr;ms;null
19;Мужчина;Студент/Неоконченное высшее;когда;pr;sm;pr
19;Мужчина;Студент/Неоконченное высшее;если;np;ms;null
19;Мужчина;Студент/Неоконченное высшее;хотя;pr;sm;pr
19;Мужчина;Студент/Неоконченное высшее;из-за того что;np;ms;null
19;Мужчина;Студент/Неоконченное высшее;когда;pr;ms;null
19;Мужчина;Студент/Неоконченное высшее;хотя;pr;ms;null
19;Мужчина;Студент/Неоконченное высшее;когда;np;ms;null
19;Мужчина;Студент/Неоконченное высшее;если;pr;sm;pr
19;Мужчина;Студент/Неоконченное высшее;из-за того что;pr;sm;pr
19;Мужчина;Студент/Неоконченное высшее;хотя;np;ms;null
19;Мужчина;Студент/Неоконченное высшее;если;pr;ms;null
19;Мужчина;Студент/Неоконченное высшее;из-за того что;pr;ms;null
22;Женщина.;Студент/Неоконченное высшее;когда;pr;sm;pr
22;Женщина.;Студент/Неоконченное высшее;если;np;ms;null
22;Женщина.;Студент/Неоконченное высшее;хотя;pr;sm;pr
22;Женщина.;Студент/Неоконченное высшее;из-за того что;np;ms;null
22;Женщина.;Студент/Неоконченное высшее;когда;pr;ms;null
22;Женщина.;Студент/Неоконченное высшее;хотя;pr;ms;null
22;Женщина.;Студент/Неоконченное высшее;когда;np;ms;null
22;Женщина.;Студент/Неоконченное высшее;если;pr;sm;pr
22;Женщина.;Студент/Неоконченное высшее;из-за того что;pr;sm;pr
22;Женщина.;Студент/Неоконченное высшее;хотя;np;ms;null
22;Женщина.;Студент/Неоконченное высшее;если;pr;ms;null
22;Женщина.;Студент/Неоконченное высшее;из-за того что;pr;ms;null
19;Женщина.;Студент/Неоконченное высшее;когда;pr;sm;pr
19;Женщина.;Студент/Неоконченное высшее;если;np;ms;null
19;Женщина.;Студент/Неоконченное высшее;хотя;pr;sm;pr
19;Женщина.;Студент/Неоконченное высшее;из-за того что;np;ms;null
19;Женщина.;Студент/Неоконченное высшее;когда;pr;ms;null
19;Женщина.;Студент/Неоконченное высшее;хотя;pr;ms;pr
19;Женщина.;Студент/Неоконченное высшее;когда;np;ms;null
19;Женщина.;Студент/Неоконченное высшее;если;pr;sm;pr
19;Женщина.;Студент/Неоконченное высшее;из-за того что;pr;sm;pr
19;Женщина.;Студент/Неоконченное высшее;хотя;np;ms;null
19;Женщина.;Студент/Неоконченное высшее;если;pr;ms;null
19;Женщина.;Студент/Неоконченное высшее;из-за того что;pr;ms;null
25;Женщина.;Высшее (одно и больше);когда;pr;sm;pr
25;Женщина.;Высшее (одно и больше);если;np;ms;null
25;Женщина.;Высшее (одно и больше);хотя;pr;sm;pr
25;Женщина.;Высшее (одно и больше);из-за того что;np;ms;null
25;Женщина.;Высшее (одно и больше);когда;pr;ms;null
25;Женщина.;Высшее (одно и больше);хотя;pr;ms;null
25;Женщина.;Высшее (одно и больше);когда;np;ms;pr
25;Женщина.;Высшее (одно и больше);если;pr;sm;pr
25;Женщина.;Высшее (одно и больше);из-за того что;pr;sm;pr
25;Женщина.;Высшее (одно и больше);хотя;np;ms;pr
25;Женщина.;Высшее (одно и больше);если;pr;ms;other
25;Женщина.;Высшее (одно и больше);из-за того что;pr;ms;other
